"","VAR","COU","PAR","IND","TIME_FORMAT","UNIT","POWERCODE","obsTime","obsValue"
"964","FD_CO2","GRC","WLD","D49","P1Y","TONNE","6","2018",1.75
"965","FD_CO2","GRC","WLD","D50","P1Y","TONNE","6","2018",8.041
"966","FD_CO2","GRC","WLD","D51","P1Y","TONNE","6","2018",2.444
"967","FD_CO2","GRC","WLD","D52","P1Y","TONNE","6","2018",0.428
"968","FD_CO2","GRC","WLD","D53","P1Y","TONNE","6","2018",0.114
"969","FD_CO2","GRC","WLD","D55T56","P1Y","TONNE","6","2018",0.201
"970","FD_CO2","GRC","WLD","D58T63","P1Y","TONNE","6","2018",0.134
"971","FD_CO2","GRC","WLD","D58T60","P1Y","TONNE","6","2018",0.022
"972","FD_CO2","GRC","WLD","D61","P1Y","TONNE","6","2018",0.066
"973","FD_CO2","GRC","WLD","D62T63","P1Y","TONNE","6","2018",0.046
"974","FD_CO2","GRC","WLD","D64T66","P1Y","TONNE","6","2018",0.149
"975","FD_CO2","GRC","WLD","D68","P1Y","TONNE","6","2018",0.125
"976","FD_CO2","GRC","WLD","D69T82","P1Y","TONNE","6","2018",0.39
"977","FD_CO2","GRC","WLD","D69T75","P1Y","TONNE","6","2018",0.173
"978","FD_CO2","GRC","WLD","D77T82","P1Y","TONNE","6","2018",0.217
"979","FD_CO2","GRC","WLD","D84T98","P1Y","TONNE","6","2018",0.615
"980","FD_CO2","GRC","WLD","D84T88","P1Y","TONNE","6","2018",0.468
"981","FD_CO2","GRC","WLD","D84","P1Y","TONNE","6","2018",0.261
"982","FD_CO2","GRC","WLD","D85","P1Y","TONNE","6","2018",0.105
"983","FD_CO2","GRC","WLD","D86T88","P1Y","TONNE","6","2018",0.103
"984","FD_CO2","GRC","WLD","D90T98","P1Y","TONNE","6","2018",0.147
"985","FD_CO2","GRC","WLD","D90T96","P1Y","TONNE","6","2018",0.147
"986","FD_CO2","GRC","WLD","D90T93","P1Y","TONNE","6","2018",0.078
"987","FD_CO2","GRC","WLD","D94T96","P1Y","TONNE","6","2018",0.069
"988","FD_CO2","GRC","WLD","D97T98","P1Y","TONNE","6","2018",0
"989","FD_CO2","GRC","WLD","D05T39","P1Y","TONNE","6","2018",43.9
"990","FD_CO2","GRC","WLD","D41T98","P1Y","TONNE","6","2018",15.924
"991","FD_CO2","GRC","WLD","D45T98","P1Y","TONNE","6","2018",15.503
"992","FD_CO2","GRC","WLD","D58T82","P1Y","TONNE","6","2018",0.798
"993","FD_CO2","GRC","WLD","DINFO","P1Y","TONNE","6","2018",0.179
"994","FD_CO2","GRC","WLD","DMHH","P1Y","TONNE","6","2018",12.063
"995","FD_CO2","HUN","WLD","DTOTAL","P1Y","TONNE","6","2018",50.918
"996","FD_CO2","HUN","WLD","D01T03","P1Y","TONNE","6","2018",1.263
"997","FD_CO2","HUN","WLD","D01T02","P1Y","TONNE","6","2018",1.249
"998","FD_CO2","HUN","WLD","D03","P1Y","TONNE","6","2018",0.015
"999","FD_CO2","HUN","WLD","D05T09","P1Y","TONNE","6","2018",1.426
"1000","FD_CO2","HUN","WLD","D05T06","P1Y","TONNE","6","2018",1.194
"1001","FD_CO2","HUN","WLD","D07T08","P1Y","TONNE","6","2018",0.17
"1002","FD_CO2","HUN","WLD","D09","P1Y","TONNE","6","2018",0.063
"1003","FD_CO2","HUN","WLD","D10T33","P1Y","TONNE","6","2018",10.244
"1004","FD_CO2","HUN","WLD","D10T12","P1Y","TONNE","6","2018",0.733
"1005","FD_CO2","HUN","WLD","D13T15","P1Y","TONNE","6","2018",0.076
"1006","FD_CO2","HUN","WLD","D16T18","P1Y","TONNE","6","2018",0.336
"1007","FD_CO2","HUN","WLD","D16","P1Y","TONNE","6","2018",0.051
"1008","FD_CO2","HUN","WLD","D17T18","P1Y","TONNE","6","2018",0.285
"1009","FD_CO2","HUN","WLD","D19T23","P1Y","TONNE","6","2018",4.955
"1010","FD_CO2","HUN","WLD","D19","P1Y","TONNE","6","2018",1.75
"1011","FD_CO2","HUN","WLD","D20T21","P1Y","TONNE","6","2018",1.441
"1012","FD_CO2","HUN","WLD","D20","P1Y","TONNE","6","2018",1.137
"1013","FD_CO2","HUN","WLD","D21","P1Y","TONNE","6","2018",0.305
"1014","FD_CO2","HUN","WLD","D22","P1Y","TONNE","6","2018",0.423
"1015","FD_CO2","HUN","WLD","D23","P1Y","TONNE","6","2018",1.341
"1016","FD_CO2","HUN","WLD","D24T25","P1Y","TONNE","6","2018",3.479
"1017","FD_CO2","HUN","WLD","D24","P1Y","TONNE","6","2018",3.385
"1018","FD_CO2","HUN","WLD","D25","P1Y","TONNE","6","2018",0.093
"1019","FD_CO2","HUN","WLD","D26T27","P1Y","TONNE","6","2018",0.154
"1020","FD_CO2","HUN","WLD","D26","P1Y","TONNE","6","2018",0.094
"1021","FD_CO2","HUN","WLD","D27","P1Y","TONNE","6","2018",0.06
"1022","FD_CO2","HUN","WLD","D28","P1Y","TONNE","6","2018",0.11
"1023","FD_CO2","HUN","WLD","D29T30","P1Y","TONNE","6","2018",0.099
"1024","FD_CO2","HUN","WLD","D29","P1Y","TONNE","6","2018",0.078
"1025","FD_CO2","HUN","WLD","D30","P1Y","TONNE","6","2018",0.021
"1026","FD_CO2","HUN","WLD","D31T33","P1Y","TONNE","6","2018",0.303
"1027","FD_CO2","HUN","WLD","D35T39","P1Y","TONNE","6","2018",12.219
"1028","FD_CO2","HUN","WLD","D35","P1Y","TONNE","6","2018",12.097
"1029","FD_CO2","HUN","WLD","D36T39","P1Y","TONNE","6","2018",0.122
"1030","FD_CO2","HUN","WLD","D41T43","P1Y","TONNE","6","2018",1.059
"1031","FD_CO2","HUN","WLD","D45T82","P1Y","TONNE","6","2018",9.266
"1032","FD_CO2","HUN","WLD","D45T56","P1Y","TONNE","6","2018",8.045
"1033","FD_CO2","HUN","WLD","D45T47","P1Y","TONNE","6","2018",1.036
"1034","FD_CO2","HUN","WLD","D49T53","P1Y","TONNE","6","2018",6.9
"1035","FD_CO2","HUN","WLD","D49","P1Y","TONNE","6","2018",2.061
"1036","FD_CO2","HUN","WLD","D50","P1Y","TONNE","6","2018",0.956
"1037","FD_CO2","HUN","WLD","D51","P1Y","TONNE","6","2018",3.554
"1038","FD_CO2","HUN","WLD","D52","P1Y","TONNE","6","2018",0.237
"1039","FD_CO2","HUN","WLD","D53","P1Y","TONNE","6","2018",0.093
"1040","FD_CO2","HUN","WLD","D55T56","P1Y","TONNE","6","2018",0.11
"1041","FD_CO2","HUN","WLD","D58T63","P1Y","TONNE","6","2018",0.195
"1042","FD_CO2","HUN","WLD","D58T60","P1Y","TONNE","6","2018",0.04
"1043","FD_CO2","HUN","WLD","D61","P1Y","TONNE","6","2018",0.066
"1044","FD_CO2","HUN","WLD","D62T63","P1Y","TONNE","6","2018",0.089
"1045","FD_CO2","HUN","WLD","D64T66","P1Y","TONNE","6","2018",0.187
"1046","FD_CO2","HUN","WLD","D68","P1Y","TONNE","6","2018",0.332
"1047","FD_CO2","HUN","WLD","D69T82","P1Y","TONNE","6","2018",0.506
"1048","FD_CO2","HUN","WLD","D69T75","P1Y","TONNE","6","2018",0.247
"1049","FD_CO2","HUN","WLD","D77T82","P1Y","TONNE","6","2018",0.259
"1050","FD_CO2","HUN","WLD","D84T98","P1Y","TONNE","6","2018",0.966
"1051","FD_CO2","HUN","WLD","D84T88","P1Y","TONNE","6","2018",0.789
"1052","FD_CO2","HUN","WLD","D84","P1Y","TONNE","6","2018",0.38
"1053","FD_CO2","HUN","WLD","D85","P1Y","TONNE","6","2018",0.172
"1054","FD_CO2","HUN","WLD","D86T88","P1Y","TONNE","6","2018",0.237
"1055","FD_CO2","HUN","WLD","D90T98","P1Y","TONNE","6","2018",0.178
"1056","FD_CO2","HUN","WLD","D90T96","P1Y","TONNE","6","2018",0.178
"1057","FD_CO2","HUN","WLD","D90T93","P1Y","TONNE","6","2018",0.1
"1058","FD_CO2","HUN","WLD","D94T96","P1Y","TONNE","6","2018",0.078
"1059","FD_CO2","HUN","WLD","D97T98","P1Y","TONNE","6","2018",0
"1060","FD_CO2","HUN","WLD","D05T39","P1Y","TONNE","6","2018",23.889
"1061","FD_CO2","HUN","WLD","D41T98","P1Y","TONNE","6","2018",11.291
"1062","FD_CO2","HUN","WLD","D45T98","P1Y","TONNE","6","2018",10.232
"1063","FD_CO2","HUN","WLD","D58T82","P1Y","TONNE","6","2018",1.22
"1064","FD_CO2","HUN","WLD","DINFO","P1Y","TONNE","6","2018",0.289
"1065","FD_CO2","HUN","WLD","DMHH","P1Y","TONNE","6","2018",14.474
"1066","FD_CO2","ISL","WLD","DTOTAL","P1Y","TONNE","6","2018",4.338
"1067","FD_CO2","ISL","WLD","D01T03","P1Y","TONNE","6","2018",0.143
"1068","FD_CO2","ISL","WLD","D01T02","P1Y","TONNE","6","2018",0.052
"1069","FD_CO2","ISL","WLD","D03","P1Y","TONNE","6","2018",0.091
"1070","FD_CO2","ISL","WLD","D05T09","P1Y","TONNE","6","2018",0.128
"1071","FD_CO2","ISL","WLD","D05T06","P1Y","TONNE","6","2018",0.106
"1072","FD_CO2","ISL","WLD","D07T08","P1Y","TONNE","6","2018",0.018
"1073","FD_CO2","ISL","WLD","D09","P1Y","TONNE","6","2018",0.003
"1074","FD_CO2","ISL","WLD","D10T33","P1Y","TONNE","6","2018",0.884
"1075","FD_CO2","ISL","WLD","D10T12","P1Y","TONNE","6","2018",0.025
"1076","FD_CO2","ISL","WLD","D13T15","P1Y","TONNE","6","2018",0.011
"1077","FD_CO2","ISL","WLD","D16T18","P1Y","TONNE","6","2018",0.028
"1078","FD_CO2","ISL","WLD","D16","P1Y","TONNE","6","2018",0.007
"1079","FD_CO2","ISL","WLD","D17T18","P1Y","TONNE","6","2018",0.021
"1080","FD_CO2","ISL","WLD","D19T23","P1Y","TONNE","6","2018",0.419
"1081","FD_CO2","ISL","WLD","D19","P1Y","TONNE","6","2018",0.16
"1082","FD_CO2","ISL","WLD","D20T21","P1Y","TONNE","6","2018",0.126
"1083","FD_CO2","ISL","WLD","D20","P1Y","TONNE","6","2018",0.11
"1084","FD_CO2","ISL","WLD","D21","P1Y","TONNE","6","2018",0.015
"1085","FD_CO2","ISL","WLD","D22","P1Y","TONNE","6","2018",0.054
"1086","FD_CO2","ISL","WLD","D23","P1Y","TONNE","6","2018",0.079
"1087","FD_CO2","ISL","WLD","D24T25","P1Y","TONNE","6","2018",0.328
"1088","FD_CO2","ISL","WLD","D24","P1Y","TONNE","6","2018",0.319
"1089","FD_CO2","ISL","WLD","D25","P1Y","TONNE","6","2018",0.009
"1090","FD_CO2","ISL","WLD","D26T27","P1Y","TONNE","6","2018",0.013
"1091","FD_CO2","ISL","WLD","D26","P1Y","TONNE","6","2018",0.01
"1092","FD_CO2","ISL","WLD","D27","P1Y","TONNE","6","2018",0.004
"1093","FD_CO2","ISL","WLD","D28","P1Y","TONNE","6","2018",0.009
"1094","FD_CO2","ISL","WLD","D29T30","P1Y","TONNE","6","2018",0.01
"1095","FD_CO2","ISL","WLD","D29","P1Y","TONNE","6","2018",0.006
"1096","FD_CO2","ISL","WLD","D30","P1Y","TONNE","6","2018",0.004
"1097","FD_CO2","ISL","WLD","D31T33","P1Y","TONNE","6","2018",0.041
"1098","FD_CO2","ISL","WLD","D35T39","P1Y","TONNE","6","2018",0.67
"1099","FD_CO2","ISL","WLD","D35","P1Y","TONNE","6","2018",0.657
"1100","FD_CO2","ISL","WLD","D36T39","P1Y","TONNE","6","2018",0.013
"1101","FD_CO2","ISL","WLD","D41T43","P1Y","TONNE","6","2018",0.103
"1102","FD_CO2","ISL","WLD","D45T82","P1Y","TONNE","6","2018",1.917
"1103","FD_CO2","ISL","WLD","D45T56","P1Y","TONNE","6","2018",1.825
"1104","FD_CO2","ISL","WLD","D45T47","P1Y","TONNE","6","2018",0.062
"1105","FD_CO2","ISL","WLD","D49T53","P1Y","TONNE","6","2018",1.754
"1106","FD_CO2","ISL","WLD","D49","P1Y","TONNE","6","2018",0.211
"1107","FD_CO2","ISL","WLD","D50","P1Y","TONNE","6","2018",0.537
"1108","FD_CO2","ISL","WLD","D51","P1Y","TONNE","6","2018",0.969
"1109","FD_CO2","ISL","WLD","D52","P1Y","TONNE","6","2018",0.028
"1110","FD_CO2","ISL","WLD","D53","P1Y","TONNE","6","2018",0.009
"1111","FD_CO2","ISL","WLD","D55T56","P1Y","TONNE","6","2018",0.009
"1112","FD_CO2","ISL","WLD","D58T63","P1Y","TONNE","6","2018",0.022
"1113","FD_CO2","ISL","WLD","D58T60","P1Y","TONNE","6","2018",0.004
"1114","FD_CO2","ISL","WLD","D61","P1Y","TONNE","6","2018",0.013
"1115","FD_CO2","ISL","WLD","D62T63","P1Y","TONNE","6","2018",0.005
"1116","FD_CO2","ISL","WLD","D64T66","P1Y","TONNE","6","2018",0.013
"1117","FD_CO2","ISL","WLD","D68","P1Y","TONNE","6","2018",0.007
"1118","FD_CO2","ISL","WLD","D69T82","P1Y","TONNE","6","2018",0.05
"1119","FD_CO2","ISL","WLD","D69T75","P1Y","TONNE","6","2018",0.013
"1120","FD_CO2","ISL","WLD","D77T82","P1Y","TONNE","6","2018",0.038
"1121","FD_CO2","ISL","WLD","D84T98","P1Y","TONNE","6","2018",0.026
"1122","FD_CO2","ISL","WLD","D84T88","P1Y","TONNE","6","2018",0.021
"1123","FD_CO2","ISL","WLD","D84","P1Y","TONNE","6","2018",0.011
"1124","FD_CO2","ISL","WLD","D85","P1Y","TONNE","6","2018",0.004
"1125","FD_CO2","ISL","WLD","D86T88","P1Y","TONNE","6","2018",0.006
"1126","FD_CO2","ISL","WLD","D90T98","P1Y","TONNE","6","2018",0.005
"1127","FD_CO2","ISL","WLD","D90T96","P1Y","TONNE","6","2018",0.005
"1128","FD_CO2","ISL","WLD","D90T93","P1Y","TONNE","6","2018",0.002
"1129","FD_CO2","ISL","WLD","D94T96","P1Y","TONNE","6","2018",0.003
"1130","FD_CO2","ISL","WLD","D97T98","P1Y","TONNE","6","2018",0
"1131","FD_CO2","ISL","WLD","D05T39","P1Y","TONNE","6","2018",1.682
"1132","FD_CO2","ISL","WLD","D41T98","P1Y","TONNE","6","2018",2.046
"1133","FD_CO2","ISL","WLD","D45T98","P1Y","TONNE","6","2018",1.943
"1134","FD_CO2","ISL","WLD","D58T82","P1Y","TONNE","6","2018",0.092
"1135","FD_CO2","ISL","WLD","DINFO","P1Y","TONNE","6","2018",0.031
"1136","FD_CO2","ISL","WLD","DMHH","P1Y","TONNE","6","2018",0.466
"1137","FD_CO2","IRL","WLD","DTOTAL","P1Y","TONNE","6","2018",51.324
"1138","FD_CO2","IRL","WLD","D01T03","P1Y","TONNE","6","2018",0.616
"1139","FD_CO2","IRL","WLD","D01T02","P1Y","TONNE","6","2018",0.57
"1140","FD_CO2","IRL","WLD","D03","P1Y","TONNE","6","2018",0.046
"1141","FD_CO2","IRL","WLD","D05T09","P1Y","TONNE","6","2018",1.458
"1142","FD_CO2","IRL","WLD","D05T06","P1Y","TONNE","6","2018",1.192
"1143","FD_CO2","IRL","WLD","D07T08","P1Y","TONNE","6","2018",0.232
"1144","FD_CO2","IRL","WLD","D09","P1Y","TONNE","6","2018",0.034
"1145","FD_CO2","IRL","WLD","D10T33","P1Y","TONNE","6","2018",11.149
"1146","FD_CO2","IRL","WLD","D10T12","P1Y","TONNE","6","2018",0.437
"1147","FD_CO2","IRL","WLD","D13T15","P1Y","TONNE","6","2018",0.165
"1148","FD_CO2","IRL","WLD","D16T18","P1Y","TONNE","6","2018",0.341
"1149","FD_CO2","IRL","WLD","D16","P1Y","TONNE","6","2018",0.044
"1150","FD_CO2","IRL","WLD","D17T18","P1Y","TONNE","6","2018",0.297
"1151","FD_CO2","IRL","WLD","D19T23","P1Y","TONNE","6","2018",5.251
"1152","FD_CO2","IRL","WLD","D19","P1Y","TONNE","6","2018",1.579
"1153","FD_CO2","IRL","WLD","D20T21","P1Y","TONNE","6","2018",1.668
"1154","FD_CO2","IRL","WLD","D20","P1Y","TONNE","6","2018",1.158
"1155","FD_CO2","IRL","WLD","D21","P1Y","TONNE","6","2018",0.51
"1156","FD_CO2","IRL","WLD","D22","P1Y","TONNE","6","2018",0.912
"1157","FD_CO2","IRL","WLD","D23","P1Y","TONNE","6","2018",1.092
"1158","FD_CO2","IRL","WLD","D24T25","P1Y","TONNE","6","2018",3.597
"1159","FD_CO2","IRL","WLD","D24","P1Y","TONNE","6","2018",3.5
"1160","FD_CO2","IRL","WLD","D25","P1Y","TONNE","6","2018",0.097
"1161","FD_CO2","IRL","WLD","D26T27","P1Y","TONNE","6","2018",0.235
"1162","FD_CO2","IRL","WLD","D26","P1Y","TONNE","6","2018",0.189
"1163","FD_CO2","IRL","WLD","D27","P1Y","TONNE","6","2018",0.047
"1164","FD_CO2","IRL","WLD","D28","P1Y","TONNE","6","2018",0.111
"1165","FD_CO2","IRL","WLD","D29T30","P1Y","TONNE","6","2018",0.28
"1166","FD_CO2","IRL","WLD","D29","P1Y","TONNE","6","2018",0.124
"1167","FD_CO2","IRL","WLD","D30","P1Y","TONNE","6","2018",0.157
"1168","FD_CO2","IRL","WLD","D31T33","P1Y","TONNE","6","2018",0.731
"1169","FD_CO2","IRL","WLD","D35T39","P1Y","TONNE","6","2018",13.085
"1170","FD_CO2","IRL","WLD","D35","P1Y","TONNE","6","2018",13.025
"1171","FD_CO2","IRL","WLD","D36T39","P1Y","TONNE","6","2018",0.06
"1172","FD_CO2","IRL","WLD","D41T43","P1Y","TONNE","6","2018",0.397
"1173","FD_CO2","IRL","WLD","D45T82","P1Y","TONNE","6","2018",11.052
"1174","FD_CO2","IRL","WLD","D45T56","P1Y","TONNE","6","2018",8.989
"1175","FD_CO2","IRL","WLD","D45T47","P1Y","TONNE","6","2018",0.949
"1176","FD_CO2","IRL","WLD","D49T53","P1Y","TONNE","6","2018",7.95
"1177","FD_CO2","IRL","WLD","D49","P1Y","TONNE","6","2018",1.867
"1178","FD_CO2","IRL","WLD","D50","P1Y","TONNE","6","2018",1.437
"1179","FD_CO2","IRL","WLD","D51","P1Y","TONNE","6","2018",4.315
"1180","FD_CO2","IRL","WLD","D52","P1Y","TONNE","6","2018",0.197
"1181","FD_CO2","IRL","WLD","D53","P1Y","TONNE","6","2018",0.134
"1182","FD_CO2","IRL","WLD","D55T56","P1Y","TONNE","6","2018",0.09
"1183","FD_CO2","IRL","WLD","D58T63","P1Y","TONNE","6","2018",0.608
"1184","FD_CO2","IRL","WLD","D58T60","P1Y","TONNE","6","2018",0.374
"1185","FD_CO2","IRL","WLD","D61","P1Y","TONNE","6","2018",0.068
"1186","FD_CO2","IRL","WLD","D62T63","P1Y","TONNE","6","2018",0.166
"1187","FD_CO2","IRL","WLD","D64T66","P1Y","TONNE","6","2018",0.349
"1188","FD_CO2","IRL","WLD","D68","P1Y","TONNE","6","2018",0.153
"1189","FD_CO2","IRL","WLD","D69T82","P1Y","TONNE","6","2018",0.954
"1190","FD_CO2","IRL","WLD","D69T75","P1Y","TONNE","6","2018",0.505
"1191","FD_CO2","IRL","WLD","D77T82","P1Y","TONNE","6","2018",0.449
"1192","FD_CO2","IRL","WLD","D84T98","P1Y","TONNE","6","2018",1.039
"1193","FD_CO2","IRL","WLD","D84T88","P1Y","TONNE","6","2018",0.938
"1194","FD_CO2","IRL","WLD","D84","P1Y","TONNE","6","2018",0.305
"1195","FD_CO2","IRL","WLD","D85","P1Y","TONNE","6","2018",0.214
"1196","FD_CO2","IRL","WLD","D86T88","P1Y","TONNE","6","2018",0.418
"1197","FD_CO2","IRL","WLD","D90T98","P1Y","TONNE","6","2018",0.101
"1198","FD_CO2","IRL","WLD","D90T96","P1Y","TONNE","6","2018",0.101
"1199","FD_CO2","IRL","WLD","D90T93","P1Y","TONNE","6","2018",0.062
"1200","FD_CO2","IRL","WLD","D94T96","P1Y","TONNE","6","2018",0.039
"1201","FD_CO2","IRL","WLD","D97T98","P1Y","TONNE","6","2018",0
"1202","FD_CO2","IRL","WLD","D05T39","P1Y","TONNE","6","2018",25.692
"1203","FD_CO2","IRL","WLD","D41T98","P1Y","TONNE","6","2018",12.488
"1204","FD_CO2","IRL","WLD","D45T98","P1Y","TONNE","6","2018",12.091
"1205","FD_CO2","IRL","WLD","D58T82","P1Y","TONNE","6","2018",2.064
"1206","FD_CO2","IRL","WLD","DINFO","P1Y","TONNE","6","2018",0.797
"1207","FD_CO2","IRL","WLD","DMHH","P1Y","TONNE","6","2018",12.527
"1208","FD_CO2","ISR","WLD","DTOTAL","P1Y","TONNE","6","2018",88.69
"1209","FD_CO2","ISR","WLD","D01T03","P1Y","TONNE","6","2018",0.799
"1210","FD_CO2","ISR","WLD","D01T02","P1Y","TONNE","6","2018",0.738
"1211","FD_CO2","ISR","WLD","D03","P1Y","TONNE","6","2018",0.061
"1212","FD_CO2","ISR","WLD","D05T09","P1Y","TONNE","6","2018",3.651
"1213","FD_CO2","ISR","WLD","D05T06","P1Y","TONNE","6","2018",3.131
"1214","FD_CO2","ISR","WLD","D07T08","P1Y","TONNE","6","2018",0.435
"1215","FD_CO2","ISR","WLD","D09","P1Y","TONNE","6","2018",0.085
"1216","FD_CO2","ISR","WLD","D10T33","P1Y","TONNE","6","2018",16.744
"1217","FD_CO2","ISR","WLD","D10T12","P1Y","TONNE","6","2018",0.282
"1218","FD_CO2","ISR","WLD","D13T15","P1Y","TONNE","6","2018",0.177
"1219","FD_CO2","ISR","WLD","D16T18","P1Y","TONNE","6","2018",0.275
"1220","FD_CO2","ISR","WLD","D16","P1Y","TONNE","6","2018",0.056
"1221","FD_CO2","ISR","WLD","D17T18","P1Y","TONNE","6","2018",0.219
"1222","FD_CO2","ISR","WLD","D19T23","P1Y","TONNE","6","2018",8.094
"1223","FD_CO2","ISR","WLD","D19","P1Y","TONNE","6","2018",3.931
"1224","FD_CO2","ISR","WLD","D20T21","P1Y","TONNE","6","2018",1.434
"1225","FD_CO2","ISR","WLD","D20","P1Y","TONNE","6","2018",1.22
"1226","FD_CO2","ISR","WLD","D21","P1Y","TONNE","6","2018",0.214
"1227","FD_CO2","ISR","WLD","D22","P1Y","TONNE","6","2018",1.505
"1228","FD_CO2","ISR","WLD","D23","P1Y","TONNE","6","2018",1.224
"1229","FD_CO2","ISR","WLD","D24T25","P1Y","TONNE","6","2018",5.568
"1230","FD_CO2","ISR","WLD","D24","P1Y","TONNE","6","2018",5.441
"1231","FD_CO2","ISR","WLD","D25","P1Y","TONNE","6","2018",0.127
"1232","FD_CO2","ISR","WLD","D26T27","P1Y","TONNE","6","2018",0.268
"1233","FD_CO2","ISR","WLD","D26","P1Y","TONNE","6","2018",0.203
"1234","FD_CO2","ISR","WLD","D27","P1Y","TONNE","6","2018",0.065
"1235","FD_CO2","ISR","WLD","D28","P1Y","TONNE","6","2018",0.158
"1236","FD_CO2","ISR","WLD","D29T30","P1Y","TONNE","6","2018",0.097
"1237","FD_CO2","ISR","WLD","D29","P1Y","TONNE","6","2018",0.083
"1238","FD_CO2","ISR","WLD","D30","P1Y","TONNE","6","2018",0.014
"1239","FD_CO2","ISR","WLD","D31T33","P1Y","TONNE","6","2018",1.827
"1240","FD_CO2","ISR","WLD","D35T39","P1Y","TONNE","6","2018",40.795
"1241","FD_CO2","ISR","WLD","D35","P1Y","TONNE","6","2018",40.717
"1242","FD_CO2","ISR","WLD","D36T39","P1Y","TONNE","6","2018",0.078
"1243","FD_CO2","ISR","WLD","D41T43","P1Y","TONNE","6","2018",0.42
"1244","FD_CO2","ISR","WLD","D45T82","P1Y","TONNE","6","2018",13.08
"1245","FD_CO2","ISR","WLD","D45T56","P1Y","TONNE","6","2018",11.881
"1246","FD_CO2","ISR","WLD","D45T47","P1Y","TONNE","6","2018",0.788
"1247","FD_CO2","ISR","WLD","D49T53","P1Y","TONNE","6","2018",11.003
"1248","FD_CO2","ISR","WLD","D49","P1Y","TONNE","6","2018",3.865
"1249","FD_CO2","ISR","WLD","D50","P1Y","TONNE","6","2018",3.137
"1250","FD_CO2","ISR","WLD","D51","P1Y","TONNE","6","2018",3.633
"1251","FD_CO2","ISR","WLD","D52","P1Y","TONNE","6","2018",0.288
"1252","FD_CO2","ISR","WLD","D53","P1Y","TONNE","6","2018",0.08
"1253","FD_CO2","ISR","WLD","D55T56","P1Y","TONNE","6","2018",0.09
"1254","FD_CO2","ISR","WLD","D58T63","P1Y","TONNE","6","2018",0.24
"1255","FD_CO2","ISR","WLD","D58T60","P1Y","TONNE","6","2018",0.041
"1256","FD_CO2","ISR","WLD","D61","P1Y","TONNE","6","2018",0.076
"1257","FD_CO2","ISR","WLD","D62T63","P1Y","TONNE","6","2018",0.124
"1258","FD_CO2","ISR","WLD","D64T66","P1Y","TONNE","6","2018",0.213
"1259","FD_CO2","ISR","WLD","D68","P1Y","TONNE","6","2018",0.127
"1260","FD_CO2","ISR","WLD","D69T82","P1Y","TONNE","6","2018",0.618
"1261","FD_CO2","ISR","WLD","D69T75","P1Y","TONNE","6","2018",0.335
"1262","FD_CO2","ISR","WLD","D77T82","P1Y","TONNE","6","2018",0.283
"1263","FD_CO2","ISR","WLD","D84T98","P1Y","TONNE","6","2018",0.925
"1264","FD_CO2","ISR","WLD","D84T88","P1Y","TONNE","6","2018",0.819
"1265","FD_CO2","ISR","WLD","D84","P1Y","TONNE","6","2018",0.658
"1266","FD_CO2","ISR","WLD","D85","P1Y","TONNE","6","2018",0.097
"1267","FD_CO2","ISR","WLD","D86T88","P1Y","TONNE","6","2018",0.065
"1268","FD_CO2","ISR","WLD","D90T98","P1Y","TONNE","6","2018",0.106
"1269","FD_CO2","ISR","WLD","D90T96","P1Y","TONNE","6","2018",0.106
"1270","FD_CO2","ISR","WLD","D90T93","P1Y","TONNE","6","2018",0.031
"1271","FD_CO2","ISR","WLD","D94T96","P1Y","TONNE","6","2018",0.074
"1272","FD_CO2","ISR","WLD","D97T98","P1Y","TONNE","6","2018",0
"1273","FD_CO2","ISR","WLD","D05T39","P1Y","TONNE","6","2018",61.19
"1274","FD_CO2","ISR","WLD","D41T98","P1Y","TONNE","6","2018",14.424
"1275","FD_CO2","ISR","WLD","D45T98","P1Y","TONNE","6","2018",14.005
"1276","FD_CO2","ISR","WLD","D58T82","P1Y","TONNE","6","2018",1.199
"1277","FD_CO2","ISR","WLD","DINFO","P1Y","TONNE","6","2018",0.443
"1278","FD_CO2","ISR","WLD","DMHH","P1Y","TONNE","6","2018",12.276
"1279","FD_CO2","ITA","WLD","DTOTAL","P1Y","TONNE","6","2018",424.863
"1280","FD_CO2","ITA","WLD","D01T03","P1Y","TONNE","6","2018",11.406
"1281","FD_CO2","ITA","WLD","D01T02","P1Y","TONNE","6","2018",10.553
"1282","FD_CO2","ITA","WLD","D03","P1Y","TONNE","6","2018",0.854
"1283","FD_CO2","ITA","WLD","D05T09","P1Y","TONNE","6","2018",14.566
"1284","FD_CO2","ITA","WLD","D05T06","P1Y","TONNE","6","2018",13.057
"1285","FD_CO2","ITA","WLD","D07T08","P1Y","TONNE","6","2018",1.23
"1286","FD_CO2","ITA","WLD","D09","P1Y","TONNE","6","2018",0.278
"1287","FD_CO2","ITA","WLD","D10T33","P1Y","TONNE","6","2018",86.638
"1288","FD_CO2","ITA","WLD","D10T12","P1Y","TONNE","6","2018",4.278
"1289","FD_CO2","ITA","WLD","D13T15","P1Y","TONNE","6","2018",1.771
"1290","FD_CO2","ITA","WLD","D16T18","P1Y","TONNE","6","2018",2.606
"1291","FD_CO2","ITA","WLD","D16","P1Y","TONNE","6","2018",0.408
"1292","FD_CO2","ITA","WLD","D17T18","P1Y","TONNE","6","2018",2.198
"1293","FD_CO2","ITA","WLD","D19T23","P1Y","TONNE","6","2018",38.625
