"IND"
"D01T03"
"D01T02"
"D03"
"D05T09"
"D05T06"
"D07T08"
"D09"
"D10T33"
"D10T12"
"D13T15"
"D16T18"
"D16"
"D17T18"
"D19T23"
"D19"
"D20T21"
"D20"
"D21"
"D22"
"D23"
"D24T25"
"D24"
"D25"
"D26T27"
"D26"
"D27"
"D28"
"D29T30"
"D29"
"D30"
"D31T33"
"D35T39"
"D35"
"D36T39"
"D41T43"
"D45T82"
"D45T56"
"D45T47"
"D49T53"
"D49"
"D50"
"D51"
"D52"
"D53"
"D55T56"
"D58T63"
"D58T60"
"D61"
"D62T63"
"D64T66"
"D68"
"D69T82"
"D69T75"
"D77T82"
"D84T98"
"D84T88"
"D84"
"D85"
"D86T88"
"D90T98"
"D90T96"
"D90T93"
"D94T96"
"D97T98"
"D05T39"
"D41T98"
"D45T98"
"D58T82"
"DINFO"
"DMHH"
"DTOTAL"
"D01T03"
"D01T02"
"D03"
"D05T09"
"D05T06"
"D07T08"
"D09"
"D10T33"
"D10T12"
"D13T15"
"D16T18"
"D16"
"D17T18"
"D19T23"
"D19"
"D20T21"
"D20"
"D21"
"D22"
"D23"
"D24T25"
"D24"
"D25"
"D26T27"
"D26"
"D27"
"D28"
"D29T30"
"D29"
"D30"
"D31T33"
"D35T39"
"D35"
"D36T39"
"D41T43"
"D45T82"
"D45T56"
"D45T47"
"D49T53"
"D49"
"D50"
"D51"
"D52"
"D53"
"D55T56"
"D58T63"
"D58T60"
"D61"
"D62T63"
"D64T66"
"D68"
"D69T82"
"D69T75"
"D77T82"
"D84T98"
"D84T88"
"D84"
"D85"
"D86T88"
"D90T98"
"D90T96"
"D90T93"
"D94T96"
"D97T98"
"D05T39"
"D41T98"
"D45T98"
"D58T82"
"DINFO"
"DMHH"
"D03"
"DTOTAL"
"D20T21"
"D69T75"
"D45T82"
"D01T02"
"D35T39"
"D36T39"
"D94T96"
"D17T18"
"D30"
"D90T93"
"D25"
"D16"
"D49"
"D77T82"
"D97T98"
"D03"
"D41T43"
"D28"
"D58T82"
"DINFO"
"D36T39"
"D94T96"
"D24T25"
"D10T12"
"D35T39"
"D55T56"
"D05T09"
"D64T66"
"D69T75"
"D01T02"
"D53"
"D55T56"
"D45T82"
"D07T08"
"D50"
"D84T98"
"D05T09"
"D97T98"
"D62T63"
"D20"
"D31T33"
"D41T98"
"D62T63"
"D84T98"
"D97T98"
"D77T82"
"D41T43"
"D24"
"D13T15"
"D53"
"D52"
"D61"
"D49T53"
"D24"
"D28"
"D13T15"
"D45T82"
"D25"
"D21"
"D41T43"
"D84T98"
"D94T96"
"D20"
"D10T12"
"D30"
"D17T18"
"D30"
"D50"
"D24T25"
"D45T47"
"D31T33"
"D51"
"D86T88"
"D49"
"D01T02"
"D64T66"
"D58T82"
"D10T33"
"D20"
"D62T63"
"D45T98"
"D69T82"
"D05T09"
"D55T56"
"D45T56"
"D20T21"
"D86T88"
"DMHH"
"D51"
"D28"
"D19T23"
"D10T33"
"D16T18"
"D20"
"D16T18"
"D23"
"D94T96"
"DINFO"
"D31T33"
"D68"
"D36T39"
"D61"
"D49"
"D86T88"
"D58T63"
"D10T33"
"D58T82"
"D62T63"
"D20"
"D05T06"
"D22"
"D01T02"
"D19T23"
"D28"
"D49"
"D05T06"
"D26T27"
"D09"
"D10T33"
"D21"
"D13T15"
"D03"
"D28"
"D69T75"
"D24"
"D58T63"
"D86T88"
"D36T39"
"D58T63"
"D19"
"D53"
"D90T93"
"D45T82"
"D61"
"D41T98"
"D84T88"
"D17T18"
"DINFO"
"D24T25"
"D01T03"
"D29T30"
"D94T96"
"D35"
"D50"
"D22"
"D01T02"
"D52"
"D62T63"
"D45T56"
"D86T88"
"D58T60"
"D49"
"D45T98"
"D90T98"
"D90T98"
"D26"
"D09"
"D20T21"
"D01T02"
"D24T25"
"D16"
"D19T23"
"D77T82"
"D45T56"
"D29T30"
"D94T96"
"D23"
"D77T82"
"D28"
"D26T27"
"D69T82"
"D36T39"
"D19"
"D21"
"DINFO"
"D68"
"D31T33"
"D58T63"
"D19"
"D45T56"
"D41T98"
"D05T06"
"D58T60"
"D69T75"
"D41T98"
"D10T12"
"D27"
"D58T63"
"D29"
"D64T66"
"D90T98"
"D58T60"
"D21"
"D23"
"D85"
"DMHH"
"D09"
"D16T18"
"D01T03"
"D05T09"
"D29T30"
"D69T82"
"DINFO"
"D26T27"
"D10T12"
"D26"
"D49T53"
"D84T88"
"D90T93"
"D90T98"
"DINFO"
"D90T98"
"D09"
"D26T27"
"D50"
"D84"
"DTOTAL"
"D52"
"D27"
"D16"
"D01T03"
"D45T56"
"D41T98"
"D84T88"
"D29T30"
"D49T53"
"D26"
"D84"
"D77T82"
"D41T98"
"DMHH"
"D90T96"
"D05T39"
"D68"
"D36T39"
"D49T53"
"D07T08"
"D84T88"
"D41T43"
"D21"
"D45T47"
"D24T25"
"D90T96"
"D01T03"
"D05T06"
"D84"
"D35"
"D19T23"
"D16"
"D35"
"D03"
"D24"
"D21"
"D90T98"
"D86T88"
"D25"
"D24"
"D69T75"
"D19"
"D45T98"
"D64T66"
"D58T60"
"D35T39"
"D23"
"D84"
"D05T09"
"D58T82"
"D30"
"D97T98"
"D58T60"
"D05T06"
"D27"
"D45T47"
"D85"
"D01T03"
"D05T39"
"D85"
"D51"
"D27"
"D90T93"
"D28"
"D41T98"
"D36T39"
"D35"
"D26T27"
"D01T03"
"D16T18"
"D85"
"D24"
"D50"
"D10T33"
"D41T43"
"D22"
"D27"
"D27"
"D84T88"
"D30"
"D26T27"
"D52"
"D45T98"
"DTOTAL"
"D24"
"D69T82"
"D05T39"
"D84T88"
"D05T39"
"D35"
"D90T93"
"D26T27"
"D16T18"
"D52"
"D90T93"
"D31T33"
"D69T75"
"D20"
"D62T63"
"D30"
"D29T30"
"D29"
"D13T15"
"D20T21"
"D35"
"DTOTAL"
"D05T06"
"D45T56"
"D19T23"
"DTOTAL"
"D20"
"D90T96"
"D53"
"D19T23"
"D53"
"D64T66"
"D05T06"
"D16T18"
"D84T88"
"D49"
"D10T33"
"D23"
"D05T39"
"D24T25"
"D64T66"
"D31T33"
"D52"
"D19"
"D29"
"D58T63"
"D35T39"
"D58T60"
"D05T09"
"D25"
"D45T47"
"D07T08"
"D09"
"D77T82"
"D29"
"D20T21"
"D55T56"
"D35T39"
"D09"
"D97T98"
"D58T82"
"D41T43"
"D49T53"
"D68"
"D16"
"D45T82"
"D17T18"
"DTOTAL"
"D55T56"
"D29T30"
"D55T56"
"D49T53"
"D16"
"D90T96"
"D45T82"
"D50"
"D17T18"
"D45T98"
"D45T98"
"D90T96"
"D25"
"D61"
"D23"
"D03"
"D45T47"
"D58T82"
"D85"
"D25"
"D84T98"
"D29"
"D90T96"
"D07T08"
"D13T15"
"D26"
"D68"
"D29"
"D69T82"
"D61"
"D22"
"D84T98"
"DTOTAL"
"D20T21"
"D05T39"
"DMHH"
"D84"
"D07T08"
"D10T12"
"DMHH"
"D51"
"D22"
"D69T82"
"D84T98"
"D29"
"D17T18"
"D97T98"
"D35T39"
"D19"
"D61"
"D51"
"DMHH"
"D26"
"D84"
"D53"
"D90T96"
"D26"
"D45T47"
"D03"
"D22"
"D68"
"D51"
"D13T15"
"D10T12"
"D85"
"D68"
"D07T08"
"D50"
"D25"
"D09"
"D49"
"D16"
"D90T98"
"D90T93"
"D55T56"
"D77T82"
"D64T66"
"D45T98"
"D07T08"
"D51"
"D86T88"
"D84T98"
"D84"
"D58T82"
"D01T03"
"D05T39"
"D62T63"
"D35"
"D20T21"
"D49T53"
"D30"
"D29T30"
"D17T18"
"D31T33"
"D61"
"D27"
"D52"
"D94T96"
"D22"
"D58T63"
"DMHH"
"D85"
"D45T56"
"D19T23"
"D45T82"
"D01T02"
"D19"
"D35T39"
"DINFO"
"D69T82"
"D16T18"
"D10T12"
"D69T75"
"D53"
"D58T60"
"D05T09"
"D13T15"
"D21"
"D41T43"
"D97T98"
"D45T47"
"D24T25"
"D10T33"
"D23"
"D26"
"D03"
"DTOTAL"
"D01T03"
"D01T02"
"D03"
"D05T09"
"D05T06"
"D07T08"
"D09"
"D10T33"
"D10T12"
"D13T15"
"D16T18"
"D16"
"D17T18"
"D19T23"
"D19"
"D20T21"
"D20"
"D21"
"D22"
"D23"
"D24T25"
"D24"
"D25"
"D26T27"
"D26"
"D27"
"D28"
"D29T30"
"D29"
"D30"
"D31T33"
"D35T39"
"D35"
"D36T39"
"D41T43"
"D45T82"
"D45T56"
"D45T47"
"D49T53"
"D49"
"D50"
"D51"
"D52"
"D53"
"D55T56"
"D58T63"
"D58T60"
"D61"
"D62T63"
"D64T66"
"D68"
"D69T82"
"D69T75"
"D77T82"
"D84T98"
"D84T88"
"D84"
"D85"
"D86T88"
"D90T98"
"D90T96"
"D90T93"
"D94T96"
"D97T98"
"D05T39"
"D41T98"
"D45T98"
"D58T82"
"DINFO"
"DMHH"
"DTOTAL"
"D01T03"
"D01T02"
"D03"
"D05T09"
"D05T06"
"D07T08"
"D09"
"D10T33"
"D10T12"
"D13T15"
"D16T18"
"D16"
"D17T18"
"D19T23"
"D19"
"D20T21"
"D20"
"D21"
"D22"
"D23"
"D24T25"
"D24"
"D25"
"D26T27"
"D26"
"D27"
"D28"
"D29T30"
"D29"
"D30"
"D31T33"
"D35T39"
"D35"
"D36T39"
"D41T43"
"D45T82"
"D45T56"
"D45T47"
"D49T53"
"D49"
"D50"
"D51"
"D52"
"D53"
"D55T56"
"D58T63"
"D58T60"
"D61"
"D62T63"
"D64T66"
"D68"
"D69T82"
"D69T75"
"D77T82"
"D84T98"
"D84T88"
"D84"
"D85"
"D86T88"
"D90T98"
"D90T96"
"D90T93"
"D94T96"
"D97T98"
"D05T39"
"D41T98"
"D45T98"
"D58T82"
"DINFO"
"DMHH"
"DTOTAL"
"D01T03"
"D01T02"
"D03"
"D05T09"
"D05T06"
"D07T08"
"D09"
"D10T33"
"D10T12"
"D13T15"
"D16T18"
"D16"
"D17T18"
"D19T23"
"D19"
"D20T21"
"D20"
"D21"
"D22"
"D23"
"D24T25"
"D24"
"D25"
"D26T27"
"D26"
"D27"
"D28"
"D29T30"
"D29"
"D30"
"D31T33"
"D35T39"
"D35"
"D36T39"
"D41T43"
"D45T82"
"D45T56"
"D45T47"
"D49T53"
"D49"
"D50"
"D51"
"D52"
"D53"
"D55T56"
"D58T63"
"D58T60"
"D61"
"D62T63"
"D64T66"
"D68"
"D69T82"
"D69T75"
"D77T82"
"D84T98"
"D84T88"
"D84"
"D85"
"D86T88"
"D90T98"
"D90T96"
"D90T93"
"D94T96"
"D97T98"
"D05T39"
"D41T98"
"D45T98"
"D58T82"
"DINFO"
"DMHH"
"DTOTAL"
"D01T03"
"D01T02"
"D03"
"D05T09"
"D05T06"
"D07T08"
"D09"
"D10T33"
"D10T12"
"D13T15"
"D16T18"
"D16"
"D17T18"
"D19T23"
"D19"
"D20T21"
"D20"
"D21"
"D22"
"D23"
"D24T25"
"D24"
"D25"
"D26T27"
"D26"
"D27"
"D28"
"D29T30"
"D29"
"D30"
"D31T33"
"D35T39"
"D35"
"D36T39"
"D41T43"
"D45T82"
"D45T56"
"D45T47"
"D49T53"
"D49"
"D50"
"D51"
"D52"
"D53"
"D55T56"
"D58T63"
"D58T60"
"D61"
"D62T63"
"D64T66"
"D68"
"D69T82"
"D69T75"
"D77T82"
"D84T98"
"D84T88"
"D84"
"D85"
"D86T88"
"D90T98"
"D90T96"
"D90T93"
"D94T96"
"D97T98"
"D05T39"
"D41T98"
"D45T98"
"D58T82"
"DINFO"
"DMHH"
"DTOTAL"
"D01T03"
"D01T02"
"D03"
"D05T09"
"D05T06"
"D07T08"
"D09"
"D10T33"
"D10T12"
"D13T15"
"D16T18"
"D16"
"D17T18"
"D19T23"
"D19"
"D20T21"
"D20"
"D21"
"D22"
"D23"
"D24T25"
"D24"
"D25"
"D26T27"
"D26"
"D27"
"D28"
"D29T30"
"D29"
"D30"
"D31T33"
"D35T39"
"D35"
"D36T39"
"D41T43"
"D45T82"
"D45T56"
"D45T47"
"D49T53"
"D49"
"D50"
"D51"
"D52"
"D53"
"D55T56"
"D58T63"
"D58T60"
"D61"
"D62T63"
"D64T66"
"D68"
"D69T82"
"D69T75"
"D77T82"
"D84T98"
"D84T88"
"D84"
"D85"
"D86T88"
"D90T98"
"D90T96"
"D90T93"
"D94T96"
"D97T98"
"D05T39"
"D41T98"
"D45T98"
"D58T82"
"DINFO"
"DMHH"
"DTOTAL"
"D01T03"
"D01T02"
"D03"
"D05T09"
"D05T06"
"D07T08"
"D09"
"D10T33"
"D10T12"
"D13T15"
"D16T18"
"D16"
"D17T18"
"D19T23"
"D19"
"D20T21"
"D20"
"D21"
"D22"
"D23"
"D24T25"
"D24"
"D25"
"D26T27"
"D26"
"D27"
"D28"
"D29T30"
"D29"
"D30"
"D31T33"
"D35T39"
"D35"
"D36T39"
"D41T43"
"D45T82"
"D45T56"
"D45T47"
"D49T53"
"D49"
"D50"
"D51"
"D52"
"D53"
"D55T56"
"D58T63"
"D58T60"
"D61"
"D62T63"
"D64T66"
"D68"
"D69T82"
"D69T75"
"D77T82"
"D84T98"
"D84T88"
"D84"
"D85"
"D86T88"
"D90T98"
"D90T96"
"D90T93"
"D94T96"
"D97T98"
"D05T39"
"D41T98"
"D45T98"
"D58T82"
"DINFO"
"DMHH"
"DTOTAL"
"D01T03"
"D01T02"
"D03"
"D05T09"
"D05T06"
"D07T08"
"D09"
"D10T33"
"D10T12"
"D13T15"
"D16T18"
"D16"
"D17T18"
"D19T23"
"D19"
"D20T21"
"D20"
"D21"
"D22"
"D23"
"D24T25"
"D24"
"D25"
"D26T27"
"D26"
"D27"
"D28"
"D29T30"
"D29"
"D30"
"D31T33"
"D35T39"
"D35"
"D36T39"
"D41T43"
"D45T82"
"D45T56"
"D45T47"
"D49T53"
"D49"
"D50"
"D51"
"D52"
"D53"
"D55T56"
"D58T63"
"D58T60"
"D61"
"D62T63"
"D64T66"
"D68"
"D69T82"
"D69T75"
"D77T82"
"D84T98"
"D84T88"
"D84"
"D85"
"D86T88"
"D90T98"
"D90T96"
"D90T93"
"D94T96"
"D97T98"
"D05T39"
"D41T98"
"D45T98"
"D58T82"
"DINFO"
"DMHH"
"DTOTAL"
"D01T03"
"D01T02"
"D03"
"D05T09"
"D05T06"
"D07T08"
"D09"
"D10T33"
"D10T12"
"D13T15"
"D16T18"
"D16"
"D17T18"
"D19T23"
"D19"
"D20T21"
"D20"
"D21"
"D22"
"D23"
"D24T25"
"D24"
"D25"
"D26T27"
"D26"
"D27"
"D28"
"D29T30"
"D29"
"D30"
"D31T33"
"D35T39"
"D35"
"D36T39"
"D41T43"
"D45T82"
"D45T56"
"D45T47"
"D49T53"
"D49"
"D50"
"D51"
"D52"
"D53"
"D55T56"
"D58T63"
"D58T60"
"D61"
"D62T63"
"D64T66"
"D68"
"D69T82"
"D69T75"
"D77T82"
"D84T98"
"D84T88"
"D84"
"D85"
"D86T88"
"D90T98"
"D90T96"
"D90T93"
"D94T96"
"D97T98"
"D05T39"
"D41T98"
"D45T98"
"D58T82"
"DINFO"
"DMHH"
"DTOTAL"
"D01T03"
"D01T02"
"D03"
"D05T09"
"D05T06"
"D07T08"
"D09"
"D10T33"
"D10T12"
"D13T15"
"D16T18"
"D16"
"D17T18"
"D19T23"
"D19"
"D20T21"
"D20"
"D21"
"D22"
"D23"
"D24T25"
"D24"
"D25"
"D26T27"
"D26"
"D27"
"D28"
"D29T30"
"D29"
"D30"
"D31T33"
"D35T39"
"D35"
"D36T39"
"D41T43"
"D45T82"
"D45T56"
"D45T47"
"D49T53"
"D49"
"D50"
"D51"
"D52"
"D53"
"D55T56"
"D58T63"
"D58T60"
"D61"
"D62T63"
"D64T66"
"D68"
"D69T82"
"D69T75"
"D77T82"
"D84T98"
"D84T88"
"D84"
"D85"
"D86T88"
"D90T98"
"D90T96"
"D90T93"
"D94T96"
"D97T98"
"D05T39"
"D41T98"
"D45T98"
"D58T82"
"DINFO"
"DMHH"
"DTOTAL"
"D01T03"
"D01T02"
"D03"
"D05T09"
"D05T06"
"D07T08"
"D09"
"D10T33"
"D10T12"
"D13T15"
"D16T18"
"D16"
"D17T18"
"D19T23"
"D19"
"D20T21"
"D20"
"D21"
"D22"
"D23"
"D24T25"
"D24"
"D25"
"D26T27"
"D26"
"D27"
"D28"
"D29T30"
"D29"
"D30"
"D31T33"
"D35T39"
"D35"
"D36T39"
"D41T43"
"D45T82"
"D45T56"
"D45T47"
"D49T53"
"D49"
"D50"
"D51"
"D52"
"D53"
"D55T56"
"D58T63"
"D58T60"
"D61"
"D62T63"
"D64T66"
"D68"
"D69T82"
"D69T75"
"D77T82"
"D84T98"
"D84T88"
"D84"
"D85"
"D86T88"
"D90T98"
"D90T96"
"D90T93"
"D94T96"
"D97T98"
"D05T39"
"D41T98"
"D45T98"
"D58T82"
"DINFO"
"DMHH"
"DTOTAL"
"D01T03"
"D01T02"
"D03"
"D05T09"
"D05T06"
"D07T08"
"D09"
"D10T33"
"D10T12"
"D13T15"
"D16T18"
"D16"
"D17T18"
"D19T23"
"D19"
"D20T21"
"D20"
"D21"
"D22"
"D23"
"D24T25"
"D24"
"D25"
"D26T27"
"D26"
"D27"
"D28"
"D29T30"
"D29"
"D30"
"D31T33"
"D35T39"
"D35"
"D36T39"
"D41T43"
"D45T82"
"D45T56"
"D45T47"
"D49T53"
"D49"
"D50"
"D51"
"D52"
"D53"
"D55T56"
"D58T63"
"D58T60"
"D61"
"D62T63"
"D64T66"
"D68"
"D69T82"
"D69T75"
"D77T82"
"D84T98"
"D84T88"
"D84"
"D85"
"D86T88"
"D90T98"
"D90T96"
"D90T93"
"D94T96"
"D97T98"
"D05T39"
"D41T98"
"D45T98"
"D58T82"
"DINFO"
"DMHH"
"DTOTAL"
"D01T03"
"D01T02"
"D03"
"D05T09"
"D05T06"
"D07T08"
"D09"
"D10T33"
"D10T12"
"D13T15"
"D16T18"
"D16"
"D17T18"
"D19T23"
"D19"
"D20T21"
"D20"
"D21"
"D22"
"D23"
"D24T25"
"D24"
"D25"
"D26T27"
"D26"
"D27"
"D28"
"D29T30"
"D29"
"D30"
"D31T33"
"D35T39"
"D35"
"D36T39"
"D41T43"
"D45T82"
"D45T56"
"D45T47"
"D49T53"
"D49"
"D50"
"D51"
"D52"
"D53"
"D55T56"
"D58T63"
"D58T60"
"D61"
"D62T63"
"D64T66"
"D68"
"D69T82"
"D69T75"
"D77T82"
"D84T98"
"D84T88"
"D84"
"D85"
"D86T88"
"D90T98"
"D90T96"
"D90T93"
"D94T96"
"D97T98"
"D05T39"
"D41T98"
"D45T98"
"D58T82"
"DINFO"
"DMHH"
"DTOTAL"
"D01T03"
"D01T02"
"D03"
"D05T09"
"D05T06"
"D07T08"
"D09"
"D10T33"
"D10T12"
"D13T15"
"D16T18"
"D16"
"D17T18"
"D19T23"
"D19"
"D20T21"
"D20"
"D21"
"D22"
"D23"
"D24T25"
"D24"
"D25"
"D26T27"
"D26"
"D27"
"D28"
"D29T30"
"D29"
"D30"
"D31T33"
"D35T39"
"D35"
"D36T39"
"D41T43"
"D45T82"
"D45T56"
"D45T47"
"D49T53"
"D49"
"D50"
"D51"
"D52"
"D53"
"D55T56"
"D58T63"
"D58T60"
"D61"
"D62T63"
"D64T66"
"D68"
"D69T82"
"D69T75"
"D77T82"
"D84T98"
"D84T88"
"D84"
"D85"
"D86T88"
"D90T98"
"D90T96"
"D90T93"
"D94T96"
"D97T98"
"D05T39"
"D41T98"
"D45T98"
"D58T82"
"DINFO"
"DMHH"
"DTOTAL"
"D01T03"
"D01T02"
"D03"
"D05T09"
"D05T06"
"D07T08"
"D09"
"D10T33"
"D10T12"
"D13T15"
"D16T18"
"D16"
"D17T18"
"D19T23"
"D19"
"D20T21"
"D20"
"D21"
"D22"
"D23"
"D24T25"
"D24"
"D25"
"D26T27"
"D26"
"D27"
"D28"
"D29T30"
"D29"
"D30"
"D31T33"
"D35T39"
"D35"
"D36T39"
"D41T43"
"D45T82"
"D45T56"
"D45T47"
"D49T53"
"D49"
"D50"
"D51"
"D52"
"D53"
"D55T56"
"D58T63"
"D58T60"
"D61"
"D62T63"
"D64T66"
"D68"
"D69T82"
"D69T75"
"D77T82"
"D84T98"
"D84T88"
"D84"
"D85"
"D86T88"
"D90T98"
"D90T96"
"D90T93"
"D94T96"
"D97T98"
"D05T39"
"D41T98"
"D45T98"
"D58T82"
"DINFO"
"DMHH"
"DTOTAL"
"D01T03"
"D01T02"
"D03"
"D05T09"
"D05T06"
"D07T08"
"D09"
"D10T33"
"D10T12"
"D13T15"
"D16T18"
"D16"
"D17T18"
"D19T23"
"D19"
"D20T21"
"D20"
"D21"
"D22"
"D23"
"D24T25"
"D24"
"D25"
"D26T27"
"D26"
"D27"
"D28"
"D29T30"
"D29"
"D30"
"D31T33"
"D35T39"
"D35"
"D36T39"
"D41T43"
"D45T82"
"D45T56"
"D45T47"
"D49T53"
"D49"
"D50"
"D51"
"D52"
"D53"
"D55T56"
"D58T63"
"D58T60"
"D61"
"D62T63"
"D64T66"
"D68"
"D69T82"
"D69T75"
"D77T82"
"D84T98"
"D84T88"
"D84"
"D85"
"D86T88"
"D90T98"
"D90T96"
"D90T93"
"D94T96"
"D97T98"
"D05T39"
"D41T98"
"D45T98"
"D58T82"
"DINFO"
"DMHH"
"DTOTAL"
"D01T03"
"D01T02"
"D03"
"D05T09"
"D05T06"
"D07T08"
"D09"
"D10T33"
"D10T12"
"D13T15"
"D16T18"
"D16"
"D17T18"
"D19T23"
"D19"
"D20T21"
"D20"
"D21"
"D22"
"D23"
"D24T25"
"D24"
"D25"
"D26T27"
"D26"
"D27"
"D28"
"D29T30"
"D29"
"D30"
"D31T33"
"D35T39"
"D35"
"D36T39"
"D41T43"
"D45T82"
"D45T56"
"D45T47"
"D49T53"
"D49"
"D50"
"D51"
"D52"
"D53"
"D55T56"
"D58T63"
"D58T60"
"D61"
"D62T63"
"D64T66"
"D68"
"D69T82"
"D69T75"
"D77T82"
"D84T98"
"D84T88"
"D84"
"D85"
"D86T88"
"D90T98"
"D90T96"
"D90T93"
"D94T96"
"D97T98"
"D05T39"
"D41T98"
"D45T98"
"D58T82"
"DINFO"
"DMHH"
"DTOTAL"
"D01T03"
"D01T02"
"D03"
"D05T09"
"D05T06"
"D07T08"
"D09"
"D10T33"
"D10T12"
"D13T15"
"D16T18"
"D16"
"D17T18"
"D19T23"
"D19"
"D20T21"
"D20"
"D21"
"D22"
"D23"
"D24T25"
"D24"
"D25"
"D26T27"
"D26"
"D27"
"D28"
"D29T30"
"D29"
"D30"
"D31T33"
"D35T39"
"D35"
"D36T39"
"D41T43"
"D45T82"
"D45T56"
"D45T47"
"D49T53"
"D49"
"D50"
"D51"
"D52"
"D53"
"D55T56"
"D58T63"
"D58T60"
"D61"
"D62T63"
"D64T66"
"D68"
"D69T82"
"D69T75"
"D77T82"
"D84T98"
"D84T88"
"D84"
"D85"
"D86T88"
"D90T98"
"D90T96"
"D90T93"
"D94T96"
"D97T98"
"D05T39"
"D41T98"
"D45T98"
"D58T82"
"DINFO"
"DMHH"
"DTOTAL"
"D01T03"
"D01T02"
"D03"
"D05T09"
"D05T06"
"D07T08"
"D09"
"D10T33"
"D10T12"
"D13T15"
"D16T18"
"D16"
"D17T18"
"D19T23"
"D19"
"D20T21"
"D20"
"D21"
"D22"
"D23"
"D24T25"
"D24"
"D25"
"D26T27"
"D26"
"D27"
"D28"
"D29T30"
"D29"
"D30"
"D31T33"
"D35T39"
"D35"
"D36T39"
"D41T43"
"D45T82"
"D45T56"
"D45T47"
"D49T53"
"D49"
"D50"
"D51"
"D52"
"D53"
"D55T56"
"D58T63"
"D58T60"
"D61"
"D62T63"
"D64T66"
"D68"
"D69T82"
"D69T75"
"D77T82"
"D84T98"
"D84T88"
"D84"
"D85"
"D86T88"
"D90T98"
"D90T96"
"D90T93"
"D94T96"
"D97T98"
"D05T39"
"D41T98"
"D45T98"
"D58T82"
"DINFO"
"DMHH"
"DTOTAL"
"D01T03"
"D01T02"
"D03"
"D05T09"
"D05T06"
"D07T08"
"D09"
"D10T33"
"D10T12"
"D13T15"
"D16T18"
"D16"
"D17T18"
"D19T23"
"D19"
"D20T21"
"D20"
"D21"
"D22"
"D23"
"D24T25"
"D24"
"D25"
"D26T27"
"D26"
"D27"
"D28"
"D29T30"
"D29"
"D30"
"D31T33"
"D35T39"
"D35"
"D36T39"
"D41T43"
"D45T82"
"D45T56"
"D45T47"
"D49T53"
"D49"
"D50"
"D51"
"D52"
"D53"
"D55T56"
"D58T63"
"D58T60"
"D61"
"D62T63"
"D64T66"
"D68"
"D69T82"
"D69T75"
"D77T82"
"D84T98"
"D84T88"
"D84"
"D85"
"D86T88"
"D90T98"
"D90T96"
"D90T93"
"D94T96"
"D97T98"
"D05T39"
"D41T98"
"D45T98"
"D58T82"
"DINFO"
"DMHH"
"DTOTAL"
"D01T03"
"D01T02"
"D03"
"D05T09"
"D05T06"
"D07T08"
"D09"
"D10T33"
"D10T12"
